web-scraper-order,web-scraper-start-url,name,rank,unit,death_date,profile_link,profile_link-href,image_url-src
"1753822504-397","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=48","רס""ר (במיל')
                        עמרי בן שחר
                        ז""ל","רס""ר (במיל')","עוצבת חוד החנית (55)","נפל בכ""ה בכסלו התשפ""ד (08 בדצמבר 2023)","רס""ר (במיל')
                        עמרי בן שחר
                        ז""ל
                    
                        
                            עוצבת חוד החנית (55)
                        

                        נפל בכ""ה בכסלו התשפ""ד (08 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%9E%D7%A8%D7%99-%D7%91%D7%9F-%D7%A9%D7%97%D7%A8/","/media/rsmpawtd/עמרי-בן-שחר.jpg?rxy=0.53260342099203972,0.22696154814187919&width=157&height=211"
"1753822504-398","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=48","רס""ר (במיל')
                        ליאב אטיה
                        ז""ל","רס""ר (במיל')","עוצבת חוד החנית (55)","נפל בכ""ה בכסלו התשפ""ד (08 בדצמבר 2023)","רס""ר (במיל')
                        ליאב אטיה
                        ז""ל
                    
                        
                            עוצבת חוד החנית (55)
                        

                        נפל בכ""ה בכסלו התשפ""ד (08 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%9C%D7%99%D7%90%D7%91-%D7%90%D7%98%D7%99%D7%94/","/media/apaodso3/ליאב-אטיה.jpg?rxy=0.54932377636538643,0.29836117532323481&width=157&height=211"
"1753822504-399","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=48","רס""ל (במיל')
                        עומרי רוט
                        ז""ל","רס""ל (במיל')","עוצבת ברק (188)","נפל בכ""ד בכסלו התשפ""ד (07 בדצמבר 2023)","רס""ל (במיל')
                        עומרי רוט
                        ז""ל
                    
                        
                            עוצבת ברק (188)
                        

                        נפל בכ""ד בכסלו התשפ""ד (07 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%95%D7%9E%D7%A8%D7%99-%D7%A8%D7%95%D7%98/","/media/cqaf3534/עומרי-רוט.jpg?rxy=0.461083140871533,0.40278432523306018&width=157&height=211"
"1753822504-400","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=48","רס""ר (במיל')
                        נפתלי יונה גורדון
                        ז""ל","רס""ר (במיל')","עוצבת ברק (188)","נפל בכ""ד בכסלו התשפ""ד (07 בדצמבר 2023)","רס""ר (במיל')
                        נפתלי יונה גורדון
                        ז""ל
                    
                        
                            עוצבת ברק (188)
                        

                        נפל בכ""ד בכסלו התשפ""ד (07 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A0%D7%A4%D7%AA%D7%9C%D7%99-%D7%99%D7%95%D7%A0%D7%94-%D7%92%D7%95%D7%A8%D7%93%D7%95%D7%9F/","/media/cfmp2dbe/נפתלי-יונה-גורדון.jpg?rxy=0.44968345382004588,0.43711050668120771&width=157&height=211"
"1753822507-401","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","סמל
                        אחיה דסקל
                        ז""ל","סמל","חטיבת גולני","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","סמל
                        אחיה דסקל
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%97%D7%99%D7%94-%D7%93%D7%A1%D7%A7%D7%9C/","/media/fgqixeys/אחיה-דסקל.jpg?rxy=0.66631086807504569,0.40768789451620641&width=157&height=211"
"1753822507-402","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","רס""ן
                        משה אברהם בר-און
                        ז""ל","רס""ן","חטיבת גולני","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","רס""ן
                        משה אברהם בר-און
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%9E%D7%A9%D7%94-%D7%90%D7%91%D7%A8%D7%94%D7%9D-%D7%91%D7%A8-%D7%90%D7%95%D7%9F/","/media/ec5pxa5t/משה-אברהם-בר-און.jpg?rxy=0.46875,0.326171875&width=157&height=211"
"1753822507-403","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","רס""ן
                        רועי מלדסי
                        ז""ל","רס""ן","חטיבת גולני","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","רס""ן
                        רועי מלדסי
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A8%D7%95%D7%A2%D7%99-%D7%9E%D7%9C%D7%93%D7%A1%D7%99/","/media/izfbxzuz/רועי-מלדסי.jpg?rxy=0.55706306447449516,0.27388596237903373&width=157&height=211"
"1753822507-404","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","סא""ל
                        תומר גרינברג
                        ז""ל","סא""ל","חטיבת גולני","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","סא""ל
                        תומר גרינברג
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%AA%D7%95%D7%9E%D7%A8-%D7%92%D7%A8%D7%99%D7%A0%D7%91%D7%A8%D7%92/","/media/wbjb4xdh/תומר-גרינברג.jpg?rxy=0.49755301794453505,0.35286458333333331&width=157&height=211"
"1753822507-405","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","רס""ר (במיל')
                        צביקה לביא
                        ז""ל","רס""ר (במיל')","עוצבת חצי האש (551)","נפל בכ""ט בכסלו התשפ""ד (11 בדצמבר 2023)","רס""ר (במיל')
                        צביקה לביא
                        ז""ל
                    
                        
                            עוצבת חצי האש (551)
                        

                        נפל בכ""ט בכסלו התשפ""ד (11 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A6%D7%91%D7%99%D7%A7%D7%94-%D7%9C%D7%91%D7%99%D7%90/","/media/4jth5nco/whatsapp-image-2023-12-12-at-01-39-23.jpeg?rxy=0.53383458646616544,0.16139714629268825&width=157&height=211"
"1753822507-406","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","רס""ר (במיל')
                        ארי יחיאל זנילמן 
                        ז""ל","רס""ר (במיל')","עוצבת השרון (5)","נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)","רס""ר (במיל')
                        ארי יחיאל זנילמן 
                        ז""ל
                    
                        
                            עוצבת השרון (5)
                        

                        נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%A8%D7%99-%D7%99%D7%97%D7%99%D7%90%D7%9C-%D7%96%D7%A0%D7%99%D7%9C%D7%9E%D7%9F/","/media/kbod3g4u/ארי-יחיאל-זנילמן.jpeg?rxy=0.46358591158950124,0.44284620687853432&width=157&height=211"
"1753822507-407","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","סרן (במיל')
                        אליה יאנובסקי
                        ז""ל","סרן (במיל')","עוצבת השרון (5)","נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)","סרן (במיל')
                        אליה יאנובסקי
                        ז""ל
                    
                        
                            עוצבת השרון (5)
                        

                        נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%9C%D7%99%D7%94-%D7%99%D7%90%D7%A0%D7%95%D7%91%D7%A1%D7%A7%D7%99/","/media/yujbftor/אליה-יאנובסקי.jpeg?rxy=0.44389360164345026,0.27334928615911352&width=157&height=211"
"1753822507-408","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","רס""ן (במיל')
                        רומן ברונשטיין
                        ז""ל","רס""ן (במיל')","עוצבת השרון (5)","נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)","רס""ן (במיל')
                        רומן ברונשטיין
                        ז""ל
                    
                        
                            עוצבת השרון (5)
                        

                        נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A8%D7%95%D7%9E%D7%9F-%D7%91%D7%A8%D7%95%D7%A0%D7%A9%D7%98%D7%99%D7%99%D7%9F/","/media/zguhcug5/רומן-ברונשטיין.jpeg?rxy=0.397420448307198,0.3437554336742239&width=157&height=211"
"1753822507-409","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","רס""ן
                        גל בכר
                        ז""ל","רס""ן","עוצבת געש (36)","נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)","רס""ן
                        גל בכר
                        ז""ל
                    
                        
                            עוצבת געש (36)
                        

                        נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%92%D7%9C-%D7%91%D7%9B%D7%A8/","/media/dbcbszhx/גל-בכר.jpg?rxy=0.36067708333333331,0.390625&width=157&height=211"
"1753822507-410","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=47","רס""ן (במיל')
                        אביתר כהן
                        ז""ל","רס""ן (במיל')","עוצבת השרון (5)","נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)","רס""ן (במיל')
                        אביתר כהן
                        ז""ל
                    
                        
                            עוצבת השרון (5)
                        

                        נפל בכ""ז בכסלו התשפ""ד (10 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%91%D7%99%D7%AA%D7%A8-%D7%9B%D7%94%D7%9F/","/media/ecvdqr0a/אביתר-כהן.jpg?rxy=0.43575418994413406,0.30390920554854983&width=157&height=211"
"1753822509-411","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","סמל
                        רון שרמן
                        ז""ל","סמל","מתאם פעולות הממשלה בשטחים","","סמל
                        רון שרמן
                        ז""ל
                    
                        
                            מתאם פעולות הממשלה בשטחים
                        

                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A8%D7%95%D7%9F-%D7%A9%D7%A8%D7%9E%D7%9F/","/media/1dzpstnb/רון-שרמן.jpeg?rxy=0.49170623348448012,0.32506274358862014&width=157&height=211"
"1753822509-412","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","רב""ט
                        ניק בייזר
                        ז""ל","רב""ט","מתאם פעולות הממשלה בשטחים","","רב""ט
                        ניק בייזר
                        ז""ל
                    
                        
                            מתאם פעולות הממשלה בשטחים
                        

                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A0%D7%99%D7%A7-%D7%91%D7%99%D7%99%D7%96%D7%A8/","/media/mnshyujp/ניק-בייזר.jpeg?rxy=0.41230767754571623,0.2571984317052225&width=157&height=211"
"1753822509-413","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","סמל
                        עוז שמואל ארדי
                        ז""ל","סמל","חיל ההנדסה הקרבית","נפל בב' בטבת התשפ""ד (14 בדצמבר 2023)","סמל
                        עוז שמואל ארדי
                        ז""ל
                    
                        
                            חיל ההנדסה הקרבית
                        

                        נפל בב' בטבת התשפ""ד (14 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%95%D7%96-%D7%A9%D7%9E%D7%95%D7%90%D7%9C-%D7%90%D7%A8%D7%93%D7%99/","/media/rkwfei2d/עוז-שמואל-ארדי.jpg?rxy=0.52032520325203258,0.26098535286284952&width=157&height=211"
"1753822509-414","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","רס""ם (במיל')
                        אלישע לוינשטרן
                        ז""ל","רס""ם (במיל')","עוצבת ראם (179)","נפל בא' בטבת התשפ""ד (13 בדצמבר 2023)","רס""ם (במיל')
                        אלישע לוינשטרן
                        ז""ל
                    
                        
                            עוצבת ראם (179)
                        

                        נפל בא' בטבת התשפ""ד (13 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%9C%D7%99%D7%A9%D7%A2-%D7%9C%D7%95%D7%99%D7%A0%D7%A9%D7%98%D7%A8%D7%9F/","/media/iqobsk12/whatsapp-image-2023-12-14-at-00-09-26.jpeg?rxy=0.50751879699248126,0.36358141023361656&width=157&height=211"
"1753822509-415","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","סמל
                        ערן אלוני
                        ז""ל","סמל","חטיבת גולני","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","סמל
                        ערן אלוני
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A2%D7%A8%D7%9F-%D7%90%D7%9C%D7%95%D7%A0%D7%99/","/media/hgqo3vdk/ערן-אלוני.jpg?rxy=0.39218080106991626,0.35881452124253416&width=157&height=211"
"1753822509-416","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","אל""ם 
                        יצחק בן בשט
                        ז""ל","אל""ם","חטיבת גולני","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","אל""ם 
                        יצחק בן בשט
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%99%D7%A6%D7%97%D7%A7-%D7%91%D7%9F-%D7%91%D7%A9%D7%98/","/media/ze1loyza/יצחק-בן-בשט.jpg?rxy=0.37407120414402173,0.30516725041852544&width=157&height=211"
"1753822509-417","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","רס""ל
                        רום הכט
                        ז""ל","רס""ל","היחידה הטקטית לחילוץ מיוחד (669)","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","רס""ל
                        רום הכט
                        ז""ל
                    
                        
                            היחידה הטקטית לחילוץ מיוחד (669)
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%A8%D7%95%D7%9D-%D7%94%D7%9B%D7%98/","/media/1lnhqs3g/רום-הכט.jpg?rxy=0.57716701902748413,0.48065476190476192&width=157&height=211"
"1753822509-418","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","רס""ן
                        בן שלי
                        ז""ל","רס""ן","היחידה הטקטית לחילוץ מיוחד (669)","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","רס""ן
                        בן שלי
                        ז""ל
                    
                        
                            היחידה הטקטית לחילוץ מיוחד (669)
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%91%D7%9F-%D7%A9%D7%9C%D7%99/","/media/jzqnqh0z/בן-שלי.jpg?rxy=0.60699744647726361,0.21310493855994142&width=157&height=211"
"1753822509-419","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","סרן
                        ליאל חיו
                        ז""ל","סרן","חטיבת גולני","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","סרן
                        ליאל חיו
                        ז""ל
                    
                        
                            חטיבת גולני
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%9C%D7%99%D7%90%D7%9C-%D7%97%D7%99%D7%95/","/media/v2nh1eqb/ליאל-חיו.jpg?rxy=0.36211967707898857,0.22739623758745933&width=157&height=211"
"1753822509-420","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=46","סמ""ר
                        אוריה יעקב
                        ז""ל","סמ""ר","חיל ההנדסה הקרבית","נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)","סמ""ר
                        אוריה יעקב
                        ז""ל
                    
                        
                            חיל ההנדסה הקרבית
                        

                        נפל בכ""ט בכסלו התשפ""ד (12 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%95%D7%A8%D7%99%D7%94-%D7%99%D7%A2%D7%A7%D7%91/","/media/swcp1ckp/whatsapp-image-2023-12-13-at-03-39-19_57bbca8e.jpg?rxy=0.4805194805194805,0.239375&width=157&height=211"
"1753822511-421","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=45","רס""ר (במיל')
                        טל פיליבה
                        ז""ל","רס""ר (במיל')","חיל ההנדסה הקרבית","נפל בה' בטבת התשפ""ד (17 בדצמבר 2023)","רס""ר (במיל')
                        טל פיליבה
                        ז""ל
                    
                        
                            חיל ההנדסה הקרבית
                        

                        נפל בה' בטבת התשפ""ד (17 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%98%D7%9C-%D7%A4%D7%99%D7%9C%D7%99%D7%91%D7%94/","/media/omjbr3d1/טל-פיליבה.jpg?rxy=0.59046598756290136,0.27910576506836493&width=157&height=211"
"1753822511-422","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/?page=45","רס""ר (במיל')
                        איתן נאה
                        ז""ל","רס""ר (במיל')","עוצבת הקומנדו","נפל בה' בטבת התשפ""ד (17 בדצמבר 2023)","רס""ר (במיל')
                        איתן נאה
                        ז""ל
                    
                        
                            עוצבת הקומנדו
                        

                        נפל בה' בטבת התשפ""ד (17 בדצמבר 2023)
                    
                        
                            יהי זכרו ברוך
                        
                        לעמוד האישי","https://www.idf.il/%D7%A0%D7%95%D7%A4%D7%9C%D7%99%D7%9D/%D7%97%D7%9C%D7%9C%D7%99-%D7%94%D7%9E%D7%9C%D7%97%D7%9E%D7%94/%D7%90%D7%99%D7%AA%D7%9F-%D7%A0%D7%90%D7%94/","/media/ognn0lg1/איתן-נאה.jpg?rxy=0.57909459997106483,0.24578764062178762&width=157&height=211"
